110.997	493.251
435.366	53.7448
103.36	290.459
459.305	236.414
244.206	326.135
305.872	120.93
382.954	15.565
259.209	272.116
148.4	182.355
93.8606	446.167
40.3706	229.673
369.22	209.327
220.655	316.453
79.1549	263.589
439.969	480.606
137.043	394.505
207.118	248.348
148.04	105.571
314.394	301.992
289.919	374.288
299.965	377.932
132.91	496.752
142.343	109.249
126.794	212.819
163.782	211.925
72.0822	159.323
82.8064	182.667
481.965	238.971
480.113	271.045
94.2073	132.615
12.1533	67.1819
102.278	150.943
349.922	68.24
389.757	158.85
11.4665	339.591
288.831	300.671
0.821086	498.613
257.736	280.457
319.898	274.363
492.812	321.175
129.549	363.395
401.248	307.907
435.242	294.25
461.375	302.502
1.10711	177.393
234.744	388.691
490.734	302.302
199.472	154.615
406.866	122.815
273.228	35.633
385.427	173.865
242.466	6.42404
14.5558	82.8209
43.2628	30.1832
55.7269	139.078
125.623	174.166
482.458	295.611
315.883	387.507
408.33	312.377
283.041	79.8405
317.678	446.881
405.951	365.296
463.341	248.884
456.313	321.82
412.405	254.738
47.1014	84.1041
180.524	320.732
17.7545	494.084
273.179	385.165
398.071	90.7406
25.5714	59.8845
94.3339	465.171
182.739	455.049
122.145	374.592
397.544	380.266
176.047	71.4379
319.439	405.972
246.708	96.1396
291.75	77.3726
469.65	203.539
471.77	0.191447
55.8462	422.759
421.777	80.5662
173.014	369.625
50.4136	291.455
191.705	385.13
255.177	299.997
480.552	480.734
185.756	189.889
6.18471	248.505
429.853	169.169
55.5554	371.375
239.17	150.248
424.99	399.393
257.369	42.9749
223.304	117.832
400.238	219.084
10.1957	63.0229
286.309	101.516
205.692	420.771
492.568	186.216
400.701	109.341
26.9811	423.066
95.2389	287.687
226.209	316.858
351.471	444.464
166.024	356.98
179.992	132.556
460.735	4.85415
476.815	274.732
203.843	353.763
449.286	402.847
165.127	95.3282
41.3693	317.107
263.359	469.276
330.422	129.093
446.492	146.24
482.579	212.822
384.966	285.589
379.55	495.028
355.025	294.1
350.776	443.95
383.666	328.106
487.175	236.389
186.857	152.774
41.5272	175.09
119.82	388.567
110.741	88.7545
181.8	68.9677
405.157	106.522
30.0481	334.457
224.872	185.702
406.585	103.251
132.119	165.352
31.7005	40.8148
121.054	218.268
42.5352	405.608
403.889	222.896
85.125	223.655
97.6723	13.7642
407.321	139.489
405.143	37.5852
294.687	23.8692
457.367	431.793
29.9108	357.159
482.498	415.219
285.488	66.4529
151.259	182.643
412.853	456.609
329.709	216.694
