0	86.4514	95.1725	73.3794	27.0767	85.9912	52.6737	9.54538	36.2008	23.6502	57.9095	33.9467	22.087	99.0224	41.5553	27.0404	14.6441	63.029	29.6008	82.1103	58.8894	55.1417	60.9856	66.6359	89.1963
86.4514	0	72.1677	42.6504	97.8768	62.8127	63.1002	94.9898	55.2722	63.3397	37.9205	60.248	90.9943	17.1333	96.0479	90.5191	72.9075	25.3588	91.2291	52.2539	37.1654	86.0064	45.7241	20.4656	16.2419
95.1725	72.1677	0	32.9299	85.1805	10.964	42.4988	98.1626	63.3624	84.6391	50.2055	94.2632	82.1393	87.8249	71.1612	116.254	82.2731	60.8502	76.3226	20.8127	89.8976	130.131	40.3687	73.5537	88.0985
73.3794	42.6504	32.9299	0	72.5197	22.1827	27.6791	78.9244	37.5407	57.3112	18.6764	64.3079	67.1962	59.5393	64.2152	89.7961	58.9653	27.9203	64.0268	12.3694	57.0731	99.4603	12.428	40.7435	57.5435
27.0767	97.8768	85.1805	72.5197	0	78.1692	45.8739	21.4203	42.6046	43.4058	62.5117	57.155	7.22675	112.882	17.5021	53.5287	30.0151	72.5902	8.90911	77.6616	78.2825	82.207	60.7825	80.3851	104.501
85.9912	62.8127	10.964	22.1827	78.1692	0	33.6148	89.6066	53.0796	74.2712	39.2425	83.5125	74.4766	78.9847	65.5026	106.172	72.6545	50.0642	69.2601	10.5875	78.9951	119.321	29.4971	62.9177	78.469
52.6737	63.1002	42.4988	27.6791	45.8739	33.6148	0	55.9921	23.8475	44.4536	25.575	56.515	41.3918	80.0581	36.5384	74.6191	40.0435	39.8108	37.1019	31.8102	61.5068	92.1505	18.007	52.3332	74.9003
9.54538	94.9898	98.1626	78.9244	21.4203	89.6066	55.9921	0	42.78	32.8802	64.658	43.4764	18.7365	108.003	37.999	32.638	22.1656	71.0181	26.5567	86.7291	68.3585	62.4649	66.5052	75.4518	98.3429
36.2008	55.2722	63.3624	37.5407	42.6046	53.0796	23.8475	42.78	0	21.2996	21.8802	32.6675	35.758	70.4838	42.8394	53.1573	21.5979	30.0145	36.2388	47.362	41.2879	68.3779	25.3635	38.4147	62.6543
23.6502	63.3397	84.6391	57.3112	43.4058	74.2712	44.4536	32.8802	21.2996	0	39.4914	14.6501	36.3561	75.4219	51.4738	32.4856	13.3916	41.1913	41.0163	68.0145	35.7958	48.103	45.7619	43.2276	65.5461
57.9095	37.9205	50.2055	18.6764	62.5117	39.2425	25.575	64.658	21.8802	39.4914	0	45.6508	56.1774	54.6767	58.5162	71.8702	43.2654	14.3837	54.9714	30.6511	40.3862	80.8219	10.8014	27.4533	49.3389
33.9467	60.248	94.2632	64.3079	57.155	83.5125	56.515	43.4764	32.6675	14.6501	45.6508	0	50.3069	69.5498	66.0903	30.272	27.492	42.5314	55.4442	75.993	26.5103	35.9776	54.0918	39.8789	58.8394
22.087	90.9943	82.1393	67.1962	7.22675	74.4766	41.3918	18.7365	35.758	36.3561	56.1774	50.3069	0	105.841	19.6186	49.0876	22.9742	65.7725	7.84898	73.1427	71.0722	76.7383	55.1877	73.2846	97.363
99.0224	17.1333	87.8249	59.5393	112.882	78.9847	80.0581	108.003	70.4838	75.4219	54.6767	69.5498	105.841	0	112.221	99.2537	86.3174	41.3231	106.709	68.53	43.6517	89.4859	62.8238	32.7327	11.1754
41.5553	96.0479	71.1612	64.2152	17.5021	65.5026	36.5384	37.999	42.8394	51.4738	58.5162	66.0903	19.6186	112.221	0	68.5957	38.9922	70.9155	11.9584	66.9064	83.0323	95.4123	53.8736	80.9891	105.135
27.0404	90.5191	116.254	89.7961	53.5287	106.172	74.6191	32.638	53.1573	32.4856	71.8702	30.272	49.0876	99.2537	68.5957	0	34.9322	71.7181	56.6408	100.373	55.6433	30.8422	78.1568	70.1426	88.3174
14.6441	72.9075	82.2731	58.9653	30.0151	72.6545	40.0435	22.1656	21.5979	13.3916	43.2654	27.492	22.9742	86.3174	38.9922	34.9322	0	48.8624	27.9953	68.1173	48.7021	57.3839	46.6271	53.6278	76.9969
63.029	25.3588	60.8502	27.9203	72.5902	50.0642	39.8108	71.0181	30.0145	41.1913	14.3837	42.5314	65.7725	41.3231	70.9155	71.7181	48.8624	0	65.8704	40.1784	29.4329	74.9882	24.5619	13.3834	35.1508
29.6008	91.2291	76.3226	64.0268	8.90911	69.2601	37.1019	26.5567	36.2388	41.0163	54.9714	55.4442	7.84898	106.709	11.9584	56.6408	27.9953	65.8704	0	68.8477	74.3382	83.6429	52.5001	74.5747	98.8084
82.1103	52.2539	20.8127	12.3694	77.6616	10.5875	31.8102	86.7291	47.362	68.0145	30.6511	75.993	73.1427	68.53	66.9064	100.373	68.1173	40.1784	68.8477	0	69.4244	111.435	22.2591	52.7554	67.8817
58.8894	37.1654	89.8976	57.0731	78.2825	78.9951	61.5068	68.3585	41.2879	35.7958	40.3862	26.5103	71.0722	43.6517	83.0323	55.6433	48.7021	29.4329	74.3382	69.4244	0	49.0212	51.1159	19.3373	32.6742
55.1417	86.0064	130.131	99.4603	82.207	119.321	92.1505	62.4649	68.3779	48.103	80.8219	35.9776	76.7383	89.4859	95.4123	30.8422	57.3839	74.9882	83.6429	111.435	49.0212	0	89.834	67.9382	78.3969
60.9856	45.7241	40.3687	12.428	60.7825	29.4971	18.007	66.5052	25.3635	45.7619	10.8014	54.0918	55.1877	62.8238	53.8736	78.1568	46.6271	24.5619	52.5001	22.2591	51.1159	89.834	0	37.8943	58.6251
66.6359	20.4656	73.5537	40.7435	80.3851	62.9177	52.3332	75.4518	38.4147	43.2276	27.4533	39.8789	73.2846	32.7327	80.9891	70.1426	53.6278	13.3834	74.5747	52.7554	19.3373	67.9382	37.8943	0	24.2414
89.1963	16.2419	88.0985	57.5435	104.501	78.469	74.9003	98.3429	62.6543	65.5461	49.3389	58.8394	97.363	11.1754	105.135	88.3174	76.9969	35.1508	98.8084	67.8817	32.6742	78.3969	58.6251	24.2414	0
