217.997	43.7813
12.9631	15.2947
274.831	178.567
217.661	294.891
210.184	26.1114
165.167	32.8318
102.324	21.7506
309.635	197.575
149.827	334.214
133.414	99.0136
310.567	438.133
264.571	216.195
67.29	309.821
256.789	145.213
92.2199	307.627
392.668	476.83
426.988	224.007
247.118	103.525
423.281	212.684
39.8227	222.287
252.623	253.809
32.6433	262.867
214.061	21.2146
48.2655	82.2095
63.58	225.114
298.373	353.986
113.006	388.794
53.4728	388.551
110.153	251.389
174.913	478.374
233.894	165.937
100.872	240.729
320.203	374.187
241.535	428.92
252.618	207.23
193.446	424.342
396.819	222.285
290.002	357.874
81.1493	4.22418
350.376	12.6007
482.276	470.225
250.004	51.069
444.76	330.984
170.807	141.629
283.572	100.421
213.773	194.167
218.374	462.951
388.28	285.137
267.802	458.357
476.871	351.132
272.104	250.608
41.0475	253.043
183.171	109.41
425.425	2.33176
203.138	208.918
13.6012	281.688
123.589	438.281
33.5722	338.792
496.926	421.167
485.29	463.081
400.129	470.558
300.909	408.01
382.48	65.6973
84.6127	173.315
146.512	104.251
262.033	433.691
178.312	396.165
22.8395	174.501
491.577	284.57
220.677	402.566
252	416.581
161.771	102.897
129.872	365.34
193.445	401.707
416.008	21.5645
368.374	53.5937
189.605	217.542
6.50867	110.441
398.702	440.311
134.694	359.844
291.342	356.504
12.7755	384.93
331.101	165.374
193.762	114.305
248.537	313.172
207.453	207.24
175.436	468.391
275.489	321.226
486.455	193.45
56.3881	427.56
156.629	190.396
20.8989	89.1549
369.2	390.83
328.756	236.104
107.318	129.74
208.377	346.2
321.921	490.243
330.741	123.127
85.2386	395.122
440.826	381.168
389.004	60.0199
66.9771	419.451
434.458	230.869
374.389	62.8907
399.293	268.172
271.673	148.256
110.419	87.8621
459.229	39.6191
296.042	99.4495
173.119	214.794
131.889	320.906
456.958	43.6896
209.868	357.865
270.096	50.8724
304.221	87.7995
413.125	356.661
311.782	442.632
88.3561	491.569
295.629	326.453
244.633	238.868
273.954	43.8938
349.76	279.475
122.906	90.5751
93.3136	257.201
55.2916	304.465
137.03	416.606
5.12502	161.875
314.68	494.431
147.586	497.475
93.6433	413.075
47.644	347.076
141.878	366.835
107.462	437.634
142.802	475.755
235.705	426.131
274.748	320.469
422.557	36.7492
494.255	311.692
24.434	176.607
116.059	82.3893
321.656	446.583
80.7333	412.445
435.073	263.319
108.701	231.725
370.878	244.651
326.51	130.36
399.443	201.319
15.6238	218.335
114.787	7.52807
352.314	446.453
