208.511	405.929
360.162	437.481
0.0571874	344.207
151.166	284.747
73.3779	80.4857
46.1693	233.44
93.1301	172.586
172.78	112.52
198.384	296.256
269.408	156.135
209.597	458.153
342.61	454.818
102.226	128.559
439.059	55.4457
13.6938	96.4814
335.234	249.792
208.652	364.293
279.345	104.097
70.1935	124.017
99.0507	425.836
400.372	207.924
484.131	308.343
156.712	116.833
346.161	50.9836
438.195	257.929
447.303	238.57
42.5221	76.3358
19.5274	310.903
84.9152	272.005
439.071	327.069
49.1734	72.2728
210.554	375.764
478.945	111.025
266.583	259.676
345.939	392.648
157.758	11.1652
343.25	162.181
417.313	436.461
9.14414	422.355
375.072	269.22
494.431	433.304
374.083	474.903
140.222	413.203
394.64	427.058
51.613	49.3717
223.947	325.652
454.298	351.758
146.807	305.12
143.888	399.808
65.0143	17.2856
9.68348	385.119
339.418	365.864
105.814	129.849
132.773	128.535
245.787	316.152
26.6813	172.649
287.059	398.294
73.3643	223.073
294.653	391.375
349.879	495.236
51.1672	150.124
207.028	71.5029
347.2	450.654
207.09	270.78
24.9767	487.37
267.948	318.302
331.897	496.957
257.445	273.035
472.297	263.213
293.278	67.714
451.701	177.853
68.7374	13.1093
69.6382	80.1976
403.696	372.819
198.838	15.1998
82.6771	183.272
463.754	431.173
173.883	346.339
375.406	345.471
362.999	94.3184
441.653	220.952
311.836	290.789
375.471	494.876
174.449	101.953
134.964	123.866
447.943	131.087
214.046	375.086
482.42	228.488
331.721	28.4647
310.848	254.258
57.373	105.98
474.745	399.302
224.956	148.666
289.195	13.803
204.068	296.716
118.513	421.92
451.69	190.508
286.84	374.929
1.43516	255.571
308.572	270.476
163.322	479.717
263.529	401.98
442.971	16.1615
178.635	354.694
454.268	232.501
311.68	473.774
7.91062	110.716
464.719	133.536
345.448	40.737
498.661	214.309
86.1703	54.5094
68.5679	316.893
466.298	401.482
348.409	348.4
33.0001	383.106
377.732	171.227
376.938	422.926
461.512	214.384
355.762	412.005
62.1355	313.248
9.94007	71.7115
13.1055	39.1934
14.1532	9.16632
123.106	33.3625
430.014	229.292
269.416	56.671
276.411	13.8917
421.015	377.431
62.0867	197.425
139.592	373.469
292.88	226.202
484.798	225.043
280.515	239.036
9.32364	237.002
400.316	401.582
116.487	201.196
403.553	452.343
193.93	18.5305
431.771	386.937
373.561	62.8207
278.12	309.257
68.2276	5.18213
29.9588	269.314
60.6717	1.50898
22.2759	475.597
53.7471	452.701
112.855	397.983
356.494	457.637
279.858	72.7791
6.27799	78.865
35.9871	93.8158
483.638	311.248
284.05	452.905
101.647	494.978
126.163	355.561
371.913	365.9
97.7147	454.647
290.679	200.437
485.01	124.925
423.414	86.7151
119.924	59.7285
246.885	406.305
309.978	73.3962
414.49	132.149
78.3957	409.545
9.2881	155.294
35.0111	491.209
243.173	133.319
303.165	266.827
284.426	157.234
158.681	455.386
494.308	183.278
289.873	216.796
190.071	256.146
275.474	469.443
372.667	15.4745
334.616	358.439
132.46	445.509
33.1674	13.6436
185.042	261.026
314.859	162.995
105.087	429.745
376.378	279.258
33.2682	345.114
130.158	226.427
402.377	314.155
96.7171	145.048
319.73	4.67429
262.335	288.378
462.404	155.722
131.648	258.634
32.9805	458.203
367.533	213.237
386.089	123.698
453.908	185.647
465.986	465.931
6.97579	468.434
117.181	422.165
308.389	460.103
474.508	113.95
475.088	43.7411
278.327	113.655
457.803	157.188
320.783	87.3829
195.004	303.547
242.995	206.793
302.155	408.176
274.774	92.5652
463.091	350.938
459.367	120.178
197.438	287.11
481.631	174.494
86.9778	28.4822
63.1648	114.407
67.5396	332.051
252.831	248.625
10.7624	259.508
473.985	87.3601
413.558	285.358
7.50949	498.377
88.0981	408.418
166.032	297.186
65.4984	487.995
404.745	450.781
172.368	297.804
470.054	16.2132
291.007	46.7885
439.416	32.6859
422.367	225.867
452.696	187.717
229.94	487.675
273.173	83.9916
399.302	486.394
142.859	383.737
245.127	412.119
299.555	316.308
7.76664	334.366
296.741	238.441
216.838	6.56818
403.68	176.503
157.622	246.036
446.444	365.046
288.929	234.314
92.0051	228.702
393.965	68.8314
306.016	5.44437
26.9546	379.139
210.097	159.976
339.534	492.192
459.301	110.117
0.201012	169.354
488.38	261.948
188.29	377.446
486.892	231.929
302.358	62.4113
414.423	156.251
287.356	252.26
314.038	336.925
142.788	385.075
293.417	65.1679
375.011	11.4576
429.157	259.541
377.541	404.994
349.029	6.30188
432.24	336.235
161.34	343.404
335.394	224.623
225.437	457.394
191.051	322.181
205.406	2.61992
200.74	242.214
158.692	429.659
310.96	415.2
215.124	324.577
486.901	336.849
338.9	289.25
99.2849	137.06
213.351	280.265
171.673	335.865
398.819	176.215
439.999	427.914
451.921	97.5187
331.36	373.66
135.104	144.801
126.183	386.9
427.449	213.869
263.857	403.849
401.081	176.767
286.244	106.847
366.571	383.642
259.506	154.321
385.442	366.623
284.429	372.237
232.855	110.698
171.344	107.056
34.1047	99.474
188.962	71.2592
39.813	188.541
491.409	13.3139
90.8064	55.4602
