0	207.004	146.279	251.11	19.3204	53.9528	117.752	179.026	298.325	101.02	405.071	178.593	305.761	108.597	292.292	466.948	275.968	66.463	265.837	252.211	212.863	286.975	22.9074	174.028	238.173	320.448	360.634	382.014	233.948	436.723	123.186	229.144	345.853	385.857	167.075	381.352	252.667	322.24	142.451	136.001	501.695	32.8259	365.933	108.633	86.6494	150.445	419.17	295.379	417.557	401.846	213.787	274.047	74.297	211.529	165.804	313.652	405.639	347.914	469.277	497.25	464.015	373.546	165.936	185.931	93.6314	392.388	354.611	234.892	364.452	358.795	374.347	81.585	333.416	358.767	199.253	150.696	176.065	221.745	435.764	326.856	321.208	398.119	166.064	74.572	271.116	163.798	426.737	283.339	307.36	416.418	158.94	202.254	378.556	221.936	140.139	302.571	458.397	137.865	375.586	404.329	171.776	404.889	286.107	157.555	288.477	117.457	116.259	241.268	95.8643	176.804	290.194	238.96	314.189	52.5787	96.8097	368.739	409.728	466.177	293.139	196.897	55.9566	270.024	105.982	247.172	307.293	381.516	243.436	460.904	459.125	389.669	347.862	331.9	409.07	438.47	382.76	282.448	204.68	384.83	234.754	109.005	415.926	393.389	308.737	217.413	252.43	138.82	240.293	267.253	109.392	424.482
207.004	0	308.598	346.519	197.517	153.211	89.5941	348.196	347.046	146.687	517.069	321.974	299.495	276.279	302.886	597.654	463.656	250.226	455.327	208.728	338.121	248.353	201.185	75.6561	215.838	442.911	386.666	375.449	255.317	490.581	267.401	241.968	472.441	472.579	307.04	447.095	436.108	440.58	69.079	337.424	653.618	239.725	534.891	202.176	283.682	268.924	492.534	462.252	511.124	572.711	350.038	239.402	194.496	412.666	271.397	266.394	437.213	324.153	631.626	650.849	597.63	486.968	372.938	173.505	160.463	486.92	415.214	159.512	549.163	439.459	467.086	172.678	369.052	426.484	403.094	357.468	268.526	95.3645	573.963	365.421	440.362	369.635	351.76	206.134	379.771	273.257	481.345	403.13	505.899	414.546	226.496	74.2853	517.621	385.334	148.326	384.297	566.595	335.575	386.642	562.965	378.691	407.75	473.424	364.546	461.733	290.877	121.506	446.929	295.323	255.832	327.935	444.902	395.128	259.582	300.147	525.985	521.449	482.205	420.38	321.957	262.553	428.046	133.246	254.902	292.252	420.052	146.79	566.22	500.621	405.88	333.589	374.432	432.783	478.416	467.334	402.073	410.155	565.237	161.72	123.006	530.378	402.891	489.584	236.659	425.096	333.994	428.919	203.058	102.12	548.686
146.279	308.598	0	129.613	165.596	182.387	233.131	39.6565	199.629	162.258	262.014	39.0009	245.562	37.9212	223.614	320.696	158.797	79.9962	152.319	239.041	78.4503	256.44	168.68	246.205	216.318	176.991	265.297	305.111	180.061	316.018	42.8417	184.732	200.812	252.557	36.2623	258.899	129.585	179.947	260.592	182.351	357.907	129.893	228.269	110.388	78.6336	63.0195	289.933	155.652	279.878	265.704	72.0924	245.36	114.823	231.814	77.8534	280.847	300.542	289.617	328.908	353.894	317.739	230.919	155.974	190.291	148.286	255.444	238.043	252.025	241.278	230.451	239.106	136.047	236.426	237.518	211.142	156.104	93.7148	276.836	289.575	229.128	178.701	333.555	57.7959	103.45	137.149	73.2252	306.393	142.66	212.147	331.232	118.792	269.214	232.294	78.8568	174.484	180.324	315.212	78.7371	287.821	261.918	164.587	318.164	167.977	152.62	153.361	30.4752	187.773	230.888	81.9119	107.971	201.724	226.632	190.704	127.783	95.4074	225.483	266.637	364.339	149.341	67.4396	134.677	125.685	175.568	197.818	253.077	275.049	270.222	318.367	343.356	296.35	282.859	230.48	308.428	325.196	250.637	141.902	204.781	256.649	250.405	185.631	272.075	303.929	181.274	174.427	116.584	70.673	126.671	262.24	234.241	278.866
251.11	346.519	129.613	0	268.884	267.265	296.493	133.901	78.4072	213.227	170.733	91.6169	151.111	154.707	126.086	252.446	221.002	193.62	221.444	192.088	53.9452	187.769	273.7	271.898	169.145	100.033	140.608	189.024	115.976	188.397	129.972	128.737	129.625	136.138	94.374	131.697	193.311	95.9167	321.127	311.931	317.432	245.958	229.949	160.264	205.336	100.799	168.061	170.897	170.983	265.241	70.1783	181.504	188.66	358.827	87.191	204.487	171.494	189.251	306.487	316.09	253.285	140.449	282.303	180.229	203.484	145.72	108.65	229.018	274.11	107.717	126.442	199.964	112.561	109.527	337.711	284.497	82.2802	280.37	232.213	105.368	96.0471	223.797	172.172	182.16	35.8818	88.2438	178.564	63.5421	287.299	208.83	121.013	284.68	179.355	125.69	198.621	52.1419	221.432	205.645	166.078	239.262	290.728	195.502	226.053	279.978	183.586	156.266	233.156	351.453	210.573	91.6487	89.6303	346.937	63.4547	249.589	224.454	204.992	175.174	235.377	84.1137	62.1775	257.232	132.996	225.219	129.934	162.652	146	250.729	221.876	214.361	171.313	177.846	104.494	180.332	195.744	132.475	62.5556	329.574	277.103	226.557	235.542	183.917	180.467	219.692	125.945	161.243	197.278	204.451	216.055	305.222	202.737
19.3204	197.517	165.596	268.884	0	45.5154	107.948	198.218	313.958	105.87	424.074	197.711	317.663	127.896	305.232	486.259	293.542	85.7731	283.23	259.823	231.619	295.929	6.24592	171.361	247.173	339.527	375.476	394.869	246.488	453.636	141.821	240.853	365.049	404.027	186.023	398.582	270.771	341.229	130.878	140.842	520.837	46.9951	384.673	122.045	104.44	168.094	436.916	314.344	436.069	420.429	232.88	283.029	87.5695	216.551	182.943	322.435	421.168	359.112	488.149	516.358	483.334	392.527	176.785	193.487	100.797	410.864	371.424	238.992	382.077	376.601	392.702	90.7736	348.606	375.969	205.875	160.559	192.533	220.443	455.083	342.164	340.214	409.537	184.431	89.7097	289.611	181.149	443.642	302.254	322.999	429.9	172.794	199.508	397.876	241.156	146.015	320.093	477.392	154.745	389.59	423.392	182.007	418.598	303.686	168.274	307.173	136.749	117.329	249.411	112.917	192.289	305.015	247.399	331.754	64.827	112.465	387.876	428.732	481.137	312.26	215.528	66.2029	289.266	108.504	258.962	318.547	397.288	245.929	479.836	475.502	404.132	359.774	347.503	424.15	454.664	400.833	301.356	212.639	402.806	239.065	109.666	434.997	407.445	326.868	229.294	271.26	156.204	257.908	273.502	97.19	443.721
53.9528	153.211	182.387	267.265	45.5154	0	63.8126	219.115	301.772	73.4052	430.593	208.574	293.773	144.997	284.313	498.889	324.188	108.229	314.594	227.166	237.654	265.478	50.2549	126.902	217.468	347.683	359.764	372.843	225.375	445.649	149.801	217.613	374.913	403.383	195.096	392.53	299.257	348.189	88.7549	186.31	540.25	86.7748	408.738	108.944	136.338	168.498	433.397	336.804	437.728	445.505	242.615	252.782	78.6665	262.039	180.134	291.379	407.575	333.06	510.752	536.277	496.801	398.979	219.784	161.94	73.8158	412.397	363.571	200.817	412.208	373.878	393.45	70.1473	334.376	369.958	251.094	204.264	186.32	176.623	469.657	328.429	347.395	383.662	212.371	86.3454	292.474	179.461	435.68	308.775	359.199	409.442	157.796	154.873	412.058	260.923	112.862	316.333	483.525	188.594	371.002	444.213	225.482	398.893	334.27	211.37	331.963	157.055	77.6255	294.14	146.854	182.136	289.99	291.992	328.093	106.468	149.524	407.858	435.238	465.124	321.3	220.83	109.347	308.071	71.5566	235.594	293.014	384.805	205.586	485.209	464.976	386.912	335.502	334.814	408.895	443.488	399.575	307.804	257.419	431.349	201.189	69.768	442.356	388.89	354.927	206.753	295.269	188.529	288.57	238.274	56.3779	453.989
117.752	89.5941	233.131	296.493	107.948	63.8126	0	271.831	316.053	83.2833	465.553	253.244	290.193	197.743	286.055	539.812	382.51	166.29	373.455	210.051	276.479	250.983	111.738	81.1027	207.021	385.766	367.199	370.04	229.772	462.357	195.193	218.983	414.346	430.31	238.728	412.775	356.288	384.97	27.4874	248.221	587.786	150.562	461.397	138.061	197.585	205.3	456.207	388.771	466.914	498.776	284.958	239.272	119.25	323.684	212.591	274.662	417.073	324.411	561.466	584.324	538.624	434.318	283.582	152.596	93.5889	441.816	382.048	172.193	469.672	398.783	422.248	100.591	344.692	390.73	313.684	267.948	214.365	130.562	512.867	339.639	384.431	374.056	270.123	130.104	326.044	213.209	452.584	345.936	420.758	408.401	177.173	105.705	455.458	311.799	108.105	341.342	517.404	249.902	373.762	493.725	289.223	399.268	392.484	275.158	385.893	211.382	66.6052	357.352	208.719	205.616	300.613	355.311	352.9	170.28	212.426	456.905	470.121	470.026	360.847	259.599	173.052	357.277	71.8359	235.623	286.6	396.378	170.536	518.191	477.873	391.421	329.889	347.344	415.916	455.805	425.81	344.91	320.583	487.52	173.342	62.1747	478.11	391.291	411.19	210.071	349.006	249.109	347.166	214.854	18.9103	492.815
179.026	348.196	39.6565	133.901	198.218	219.115	271.831	0	210.258	201.912	240.56	48.7594	267.077	74.3944	243.682	291.337	120.292	112.933	114.645	270.942	80.0788	284.583	200.593	285.698	247.592	156.815	274.277	319.517	206.614	311.445	82.0841	213.177	176.928	241.16	57.8288	254.8	90.6174	161.496	299.317	189.408	322.711	158.177	189.885	149.677	100.589	95.9231	280.629	117.694	264.116	227.041	64.9699	274.256	154.163	226.996	107.1	307.752	304.225	310.086	291.669	318.351	287.591	210.615	150.659	226.327	187.933	240.866	238.083	287.723	201.67	223.46	226.462	175.579	245.886	234.883	205.658	155.502	121.68	315.402	258.56	238.611	159.978	351.038	38.7005	142.691	130.75	102.639	302.242	128.279	176.868	342.092	153.175	308.422	202.226	43.0125	213.387	179.84	292.925	77.3823	298.963	225.648	158.811	328.804	129.187	149.442	114.115	62.2378	227.43	217.551	99.0629	137.598	216.343	213.037	188.803	151.938	109.909	189.785	245.066	367.963	129.637	77.0091	157.769	91.201	215.214	224.389	275.892	278.868	306.596	296.899	340.881	305.111	301.646	238.309	313.851	324.372	240.216	127.75	196.51	217.041	285.971	225.255	249.298	313.951	141.622	203.815	77.2442	69.3013	89.8853	294.744	272.184	252.51
298.325	347.046	199.629	78.4072	313.958	301.772	316.053	210.258	0	235.772	191.407	164.604	86.0664	217.168	63.4464	281.622	298.267	250.365	299.243	156.935	130.506	137.195	319.522	271.7	139.073	149.855	65.8395	110.62	91.8362	146.327	188.107	105.527	175.002	131.832	163.373	100.129	271.169	142.158	337.06	379.018	359.195	300.344	294.95	193.723	269.345	153.955	145.849	243.45	171.259	327.481	148.126	135.726	227.263	431.393	136.165	146.002	107.324	116.345	357.824	359.363	285.028	168.141	355.286	173.612	229.986	149.953	68.1864	204.044	345.336	98.4468	131.239	231.625	36.9738	80.3609	410.611	355.682	123.266	265.734	270.547	29.7643	143.26	146.135	247.724	224.254	100.927	139.438	136.599	126.331	364.874	132.077	143.978	276.905	226.561	204.061	208.845	59.7637	232.296	278.006	88.778	294.763	363.851	118.868	302.811	352.199	258.059	222.32	249.484	427.218	276.574	121.669	22.3353	422.769	64.531	307.809	290.787	264.253	194.894	168.936	146.008	134.458	315.742	207.291	245.121	95.5235	99.1059	83.3807	225.032	229.883	163.277	96.829	102.99	33.576	111.762	141.716	125.793	125.675	403.567	345.163	201.403	254.078	205.309	104.375	293.924	110.432	238.505	269.765	282.788	177.309	328.559	231.513
101.02	146.687	162.258	213.227	105.87	73.4052	83.2833	201.912	235.772	0	382.603	175.88	220.934	131.742	212.642	458.212	319.075	113.794	311.358	154.776	195.378	192.36	112.057	86.7905	144.146	303.681	290.498	300.371	154.141	381.623	120.727	145.404	332.582	347.172	160.999	330.821	290.823	302.537	108.243	233.538	509.414	126.064	388.261	56.6953	150.165	124.546	373.723	315.593	383.651	426.06	205.465	179.602	50.8322	307.601	130.155	218.461	339.41	259.735	485.72	506.322	457.365	351.473	251.285	88.8945	14.1064	358.541	300.524	133.884	403.376	315.846	338.986	28.6217	266.35	308.589	293.016	239.31	131.173	127.418	432.276	260.833	302.064	310.325	208.528	62.2553	243.14	131.129	371.76	263.75	365.454	337.455	94.2856	112.946	375.169	238.647	40.3127	258.303	434.275	198.795	300.002	417.269	258.548	327.252	328.655	243.668	315.129	146.766	25.556	331.185	162.629	122.4	221.898	328.24	269.906	144.912	171.175	380.29	387.155	395.133	279.361	178.687	150.963	281.731	13.4769	163.191	219.803	317.613	142.862	434.986	398.714	316.57	262.472	267.955	339.614	376.858	342.738	262.713	295.771	418.854	133.781	24.0322	395.272	317.828	343.504	134.992	278.566	195.624	285.023	167.666	93.3624	410.648
